Identifiant,Annee,NUM_SAGO,Entreprise,Etablissement,SCIAN,Adresse,Region,Mun,Longitude,Latitude,Emissions_totales,Emissions_bio_combustion,Emissions_bio_autres,Emissions_totales_sans_bio,Note
14463,2018,11307774,Zinc Électrolytique du Canada limitée,Zinc Électrolytique du Canada limitée,331410 : Fonte & affinage métaux non ferreux (sauf Al),"860, boulevard Gérard-Cadieux Salaberry-de-Valleyfield (Québec), J6T 6L4",Montérégie,Salaberry-de-Valleyfield,-74.10305556,45.22805556,33266,0,0,33266,
14465,2018,54584552,PF Résolu Canada inc.,"PF Résolu Canada inc., division Clermont",322122 : Usines de papier journal,"100, rue de la Donohue Clermont (Québec), G4A 1A7",Capitale-Nationale,Clermont,-70.22531482,47.69885312,14976,11024,0,3952,
14466,2018,53986931,PF Résolu Canada inc.,Produits forestiers Résolu - Usine de pâtes et papier Kénogami,322122 : Usines de papier journal,"3750, rue De Champlain Saguenay (Québec), G7X 1M1",Saguenay--Lac-Saint-Jean,Saguenay,-71.2435,48.42946944,23499,0,0,23499,
14467,2018,53221180,Graymont (Qc) inc.,Graymont (Qc) inc. (usine de Marbleton),327410 : Fab. de chaux,"303, rue Principale Ouest Dudswell (Québec), J0B 1G0",Estrie,Dudswell,-71.60526111,45.6211,186546,0,0,186546,
14468,2018,52192812,Greenfield Global Quebec inc.,"Greenfield Global Québec inc. (Éthanol Greenfield, 300 M-V)",325190 : Fab. d'autres produits chim. organiques de base,"3300, route Marie-Victorin Varennes (Québec), J3X 0J5",Montérégie,Varennes,-73.42450833,45.70768611,98948,20,36425,62503,
14469,2018,51932317,Sivaco Wire Group 2004 L.P.,Sivaco,331222 : Étirage de fils d'acier,"800, rue Ouellette Marieville (Québec), J3M 1P5",Montérégie,Marieville,-73.1675,45.43694444,16986,0,0,16986,
14470,2018,X2079933,Compagnie Alpek Polyester Canada,Compagnie Alpek Polyester Canada,339990 : Toutes les autres activités diverses de fab.,"3498, Rue Broadway Montréal Qc  H1B 5B4, H1B 1B3",Montréal,Montréal-Est,-73.521325,45.63405833,18976,0,0,18976,
14471,2018,90114273,Régie régionale de gestion des matières résiduelles de Portneuf,Régie régionale de gestion des matières résiduelles de Portneuf (LET Neuville),562210 : Traitement & élimination des déchets,"1310, chemin du Site Neuville (Québec), G0A 2R0",Capitale-Nationale,Neuville,-71.68405556,46.73138889,34883,2549,5764,26570,
14472,2018,51624534,PF Résolu Canada inc.,PF Résolu Canada inc. (Saint-Thomas-Didyme),321111 : Scieries sauf usines de bard. & bard. de fente,"300, avenue du Moulin Saint-Thomas-Didyme (Québec), G0W 1P0",Saguenay--Lac-Saint-Jean,Saint-Thomas-Didyme,-72.66362778,48.90924444,16324,13973,0,2351,
14473,2018,90294307,PF Résolu Canada inc.,Produits forestiers Résolu (Dolbeau),322122 : Usines de papier journal,"1, 4e Avenue Dolbeau-Mistassini (Québec), G8L 2R4",Saguenay--Lac-Saint-Jean,Dolbeau-Mistassini,-72.21745584,48.88000748,457843,441751,0,16092,
14474,2018,X0600605,Entreprise Indorama PTA Montréal S.E.C.,Entreprise Indorama PTA Montréal s.e.c.,325190 : Fab. d'autres produits chim. organiques de base,"10200, rue Sherbrooke Montréal-Est (Québec), H1B 1B4",Montréal,Montréal-Est,-73.5171,45.62018056,120016,8668,0,111348,
14477,2018,52625118,Graymont (Qc) inc.,Graymont (QC) inc. - Usine de Bedford,327410 : Fab. de chaux,"1015, chemin de la Carrière Bedford (Québec), J0J 1A0",Estrie,Bedford,-73.00810497,45.10880176,449238,0,0,449238,
14478,2018,31460744,Pfizer Canada SRI,PF Soins de santé SRI,325410 : Fab. de produits pharmaceutiques & médicaments,"1025, boulevard Marcel-Laurin Montréal (Québec), H4R 1J6",Montréal,Montréal,-73.68871667,45.51116667,9023,0,0,9023,
14479,2018,14752356,Bois d'oeuvre Cédrico inc.,Bois d'oeuvre Cédrico inc. - Usine principale,321111 : Scieries sauf usines de bard. & bard. de fente,"39, rue Saint-Jean-Baptiste Price (Québec), G0J 1Z0",Bas-Saint-Laurent,Price,-68.12815416,48.60534312,21544,20849,0,695,
14481,2018,X2123406,Silicium Québec Société en commandite,Silicium Québec Société en commandite (usine principale),331110 : Sidérurgie,"6500, rue Yvon-Trudeau Bécancour (Québec), G9H 2V8",Centre-du-Québec,Bécancour,-72.38998739,46.37088638,297263,110340,0,186923,
14482,2018,90351537,Bois d'oeuvre Cédrico inc.,Bois d'oeuvre Cédrico inc. - Usine Causap,321111 : Scieries sauf usines de bard. & bard. de fente,"562, route 132 Est Causapscal (Québec), G0J 1J0",Bas-Saint-Laurent,Causapscal,-67.23787542,48.33772094,22601,20849,0,1752,
14483,2018,21651674,Aluminerie de Bécancour inc.,"Aluminerie de Bécancour inc., usine de Bécancour",331313 : Production primaire d'alumine & d'aluminium,"5555, rue Pierre-Thibault Bécancour (Québec), G9H 2T7",Centre-du-Québec,Bécancour,-72.38312222,46.38459444,257047,0,0,257047,
14484,2018,52645553,PF Résolu Canada inc.,PF Résolu (Scierie de La Doré),321111 : Scieries sauf usines de bard. & bard. de fente,"5850, avenue des Jardins La Doré (Québec), G8J 1B4",Saguenay--Lac-Saint-Jean,La Doré,-72.61947222,48.72225,30808,27580,0,3228,
14489,2018,11572617,PPG revêtements architecturaux Canada inc.,PPG revêtement architecturaux Canada inc.,325510 : Fab. de peintures & de revêtements,"3280, boulevard Sainte-Anne Québec (Québec), G1E 3K9",Capitale-Nationale,Québec,-71.2056536,46.84887204,296,0,0,296,
14492,2018,90121575,PF Résolu Canada inc.,Scierie Roberval,321111 : Scieries sauf usines de bard. & bard. de fente,"1181, boulevard Saint-Joseph Roberval (Québec), G8H 2M3",Saguenay--Lac-Saint-Jean,Roberval,-72.2245151,48.52787417,12599,12254,0,345,
14495,2018,X2003586,Felix Schoeller Inc.,"Felix Schoeller Inc., Drummondville",322121 : Usines de papier (sauf papier journal),"3075, rue Kunz Drummondville (Québec), J2C 6Y4",Centre-du-Québec,Drummondville,-72.54305503,45.87524943,15913,0,0,15913,
14497,2018,54162128,Produits Kruger S.E.C.,"Produits Kruger inc., Usine de Gatineau",322121 : Usines de papier (sauf papier journal),"20, rue Laurier Gatineau (Québec), J8X 4H3",Outaouais,Gatineau,-75.70951413,45.42738547,51830,0,0,51830,
14499,2018,90459082,Fibrek S.E.N.C.,Fibrek S.E.N.C - Saint-Félicien,322112 : Usines de pâte chimique,"4000, route Saint-Eusèbe Saint-Félicien (Québec), G8K 2R6",Saguenay--Lac-Saint-Jean,Saint-Félicien,-72.51491667,48.74519444,1080279,964238,0,116041,
14500,2018,26313577,Produits forestiers Petit-Paris inc.,Scierie Produits Forestiers Petit-Paris Inc.,321111 : Scieries sauf usines de bard. & bard. de fente,"75, chemin de Chute-des-Passes Saint-Ludger-de-Milot (Québec), G0W 2B0",Saguenay--Lac-Saint-Jean,Saint-Ludger-de-Milot,-71.77014735,48.90178251,25804,23148,0,2656,
14501,2018,29445244,PF Résolu Canada inc.,Produits Forestiers Résolu (Baie-Comeau),322122 : Usines de papier journal,"20, rue Marquette Baie-Comeau (Québec), G4Z 1K6",Côte-Nord,Baie-Comeau,-68.15182089,49.22315927,161487,140795,0,20692,
14503,2018,X2091162,Air liquide Canada inc.,Air Liquide Canada inc (plan 2),325120 : Fab. de gaz industriels,"5425, boulevard Raoul-Duchesne Bécancour (Québec), G9H 2T9",Centre-du-Québec,Bécancour,-72.375401,46.381865,55245,0,0,55245,
14504,2018,51782654,3313045 Nova Scotia Company,Dupont Varennes,326140 : Fab. de produits en mousse de polystyrène,"4445, route Marie-Victorin Varennes (Québec), J3X 1P7",Montérégie,Varennes,-73.40644166,45.73037681,332443,0,0,332443,
14505,2018,52784139,Cascades Canada ULC,Cascades Groupe Tissu - Candiac Une division de Cascades Canada ULC,322291 : Fab. de produits hygiéniques en papier,"75, boulevard Marie-Victorin Candiac (Québec), J5R 1C2",Montérégie,Candiac,-73.52447222,45.39927778,32174,0,0,32174,
14506,2018,90379504,Hecla Québec inc.,Les Mines Casa Berardi,212220 : Extraction de minerais d'or & d'argent,"Baie-James (Québec), J9Z 2X5",Nord-du-Québec,Eeyou Istchee Baie-James,-79.27955556,49.56575,29775,0,0,29775,
14507,2018,90491556,PF Résolu Canada inc.,Produits forestiers Résolu - Division Alma,322111 : Usines de pâte mécanique,"1100, rue Melançon Ouest Alma (Québec), G8B 5W2",Saguenay--Lac-Saint-Jean,Alma,-71.65283333,48.56344444,78910,0,0,78910,
14508,2018,90281247,Cascades Canada ULC,"Cascades Groupe Tissu Lachute, une division de Cascades Canada ULC",322121 : Usines de papier (sauf papier journal),"115, rue de la Princesse Lachute (Québec), J8H 4M3",Laurentides,Lachute,-74.34661968,45.65195437,11485,0,0,11485,
14509,2018,52235348,PF Résolu Canada inc.,Produits Forestier Résolu - Amos,322122 : Usines de papier journal,"801, rue des Papetiers Amos (Québec), J9T 3X5",Abitibi-Témiscamingue,Amos,-78.15886667,48.56683056,156276,148275,0,8001,
14510,2018,54079108,Cascades Canada ULC,"Cascades Canada ULC, Kingsey Falls",322130 : Usines de carton,"408, boulevard Marie-Victorin Kingsey Falls (Québec), J0A 1B0",Centre-du-Québec,Kingsey Falls,-72.07373333,45.85971389,62423,0,0,62423,
14511,2018,14749212,Cascades Canada ULC,"Cascades Groupe Tissu, une division de Cascades Canada ULC",322121 : Usines de papier (sauf papier journal),"467, boulevard Marie-Victorin Kingsey Falls (Québec), J0A 1B0",Centre-du-Québec,Kingsey Falls,-72.06637879,45.86466591,16873,0,0,16873,
14512,2018,13687348,Cascades Canada ULC,"Cascades Emballage carton-caisse - Cabano, une division de Cascades Canada ULC",322130 : Usines de carton,"520, rue Commerciale Nord Témiscouata-sur-le-Lac (Québec), G0L 1E0",Bas-Saint-Laurent,Témiscouata-sur-le-Lac,-68.862104,47.66851,194203,166174,0,28029,
14515,2018,54582671,LVL Global inc.,Usine de fabrique de bois de placage lamellé (LVL de Ville-Marie),321215 : Fab. de produits de charpente en bois,"48, rue Boivin Ville-Marie (Québec), J9V 1B6",Abitibi-Témiscamingue,Ville-Marie,-79.42908056,47.32838333,13529,12426,0,1103,
14517,2018,90514621,Saputo Produits Laitiers Canada S.E.N.C.,Groupe Saputo inc. (Saint-Léonard),"311515 : Fab. beurre, fromage, prod. laitier sec & conc.","6869, boulevard Métropolitain Montréal (Québec), H1P 1X8",Montréal,Montréal,-73.57520799,45.59717299,11023,0,0,11023,
14518,2018,X2153356,Shawinigan Aluminium inc.,Shawinigan Aluminium inc.,331529 : Fond. métaux non ferr. sauf moulage sous press.,"3201, avenue de l'Aluminium Shawinigan (Québec), G9N 0E9",Mauricie,Shawinigan,-72.73678056,46.5615,9704,0,0,9704,
14520,2018,90366345,Uniboard Canada inc.,"Uniboard Canada inc., division Sayabec",321216 : Usines de panneaux de particules & de fibres,"152, route Pouliot Sayabec (Québec), G0J 3K0",Bas-Saint-Laurent,Sayabec,-67.6554,48.5556,128577,123104,0,5473,
14521,2018,54697867,Mintech Canada inc.,Mintech Canada inc.,327990 : Fab. de tous les autres prod. miné. non métall.,"609, 12e Rang Windsor (Québec), J1S 2X2",Estrie,Windsor,-71.98038499,45.56393742,22865,0,0,22865,
14530,2018,53968913,PF Résolu Canada inc.,PF Résolu Canada inc. - Usine de Gatineau,322122 : Usines de papier journal,"79, rue Main Gatineau (Québec), J8P 4X6",Outaouais,Gatineau,-75.65260556,45.47924722,341750,303311,0,38439,
14531,2018,X2074408,Alexandre Côté ltée,Alexandre Côté ltée,321111 : Scieries sauf usines de bard. & bard. de fente,,Chaudière-Appalaches,Scott,-71.0671871,46.49807956,3792,0,0,3792,
14534,2018,X2015237,Carrier & Bégin inc.,Carrier & Bégin inc.,321111 : Scieries sauf usines de bard. & bard. de fente,"484, le Grand-Shenley Saint-Honoré-de-Shenley (Québec), G0M 1V0",Chaudière-Appalaches,Saint-Honoré-de-Shenley,-70.83213197,45.95595607,19980,17861,0,2119,
14536,2018,90292129,Municipalité régionale de comté de Bellechasse,LET de Armagh,562210 : Traitement & élimination des déchets,,Chaudière-Appalaches,Armagh,-70.61794686,46.71540485,25590,1731,3334,20525,
14539,2018,11143492,Molson Canada 2005,Brasserie Molson de Montréal,312120 : Brasseries,"1555, rue Notre-Dame Est Montréal (Québec), H2L 2R5",Montréal,Montréal,-73.5482945,45.51877749,16641,0,74,16567,
14542,2018,51932309,Ifastgroupe 2004 L.P.,Ifastgroupe 2004 L.P. - Infasco,332510 : Fab. d'articles de quincaillerie,"700, rue Ouellette Marieville (Québec), J3M 1P6",Montérégie,Marieville,-73.16710833,45.42992222,19856,0,0,19856,
14543,2018,55245864,Groupe CRH Canada inc.,Groupe CRH Canada inc. - Cimenterie de Joliette,327310 : Fab. de ciment,"966, chemin des Prairies Joliette (Québec), J6E 6H7",Lanaudière,Saint-Thomas,-73.39971062,46.03338758,833763,39045,0,794718,
14549,2018,51977304,Rio Tinto Alcan inc.,Rio Tinto Alcan - Usine de Beauharnois,331313 : Production primaire d'alumine & d'aluminium,"40, rue de l'Industrie Beauharnois (Québec), J6N 0C2",Montérégie,Beauharnois,-73.89402011,45.30743519,11539,0,0,11539,
14550,2018,53042156,Rio Tinto Alcan inc.,Installations portuaires - Alcan,488310 : Opérations portuaires,"262, 1re Rue La Baie (Québec), G7B 3R1",Saguenay--Lac-Saint-Jean,Saguenay,-70.87387222,48.33420556,16172,0,0,16172,
14554,2018,12679825,"Produits Suncor Énergie, S.E.N.C.","Usine de soufre - Produits Suncor Énergie, S.E.N.C.",325189 : Fab. tous les autres prod. chim. inorg. de base,"11450, rue Cherrier Montréal-Est (Québec), H1B 1A6",Montréal,Montréal-Est,-73.52120289,45.63657772,21769,0,0,21769,
14558,2018,X1300114,Compagnie Howmet Canada,Compagnie Howmet Canada,"331523 : Fonderies, métaux non ferr. moulage sous press.","4001, Autoroute des Laurentides Laval (Québec), H7L 3H7",Laval,Laval,-73.76633616,45.58186244,1214,0,0,1214,
14565,2018,53998084,Rio Tinto Alcan inc.,Rio Tinto Alcan inc. (Usine Laterrière),331313 : Production primaire d'alumine & d'aluminium,"6301, boulevard Talbot Saguenay (Québec), G7N 1A2",Saguenay--Lac-Saint-Jean,Saguenay,-71.12789254,48.30150053,495426,0,0,495426,
14567,2018,54136049,ArcelorMittal Exploitation Minière Canada s.e.n.c.,Usine de bouletage (Port-Cartier),212210 : Extraction de minerais de fer,"24, boulevard des Îles bureau 201 Port-Cartier (Québec), G5B 2H3",Côte-Nord,Port-Cartier,-66.79871094,50.03258101,918930,0,0,918930,
14568,2018,90510397,ArcelorMittal Exploitation Minière Canada s.e.n.c.,Mine du lac Fire (Arcelormittal Mines Canada inc.),212210 : Extraction de minerais de fer,,Côte-Nord,Rivière-Mouchalagane                                      ,-67.36647493,52.35632726,57195,0,0,57195,
14569,2018,X0900848,ArcelorMittal Exploitation Minière Canada s.e.n.c.,Mine Mont-Wright (Arcelormittal Mines Canada inc.),212210 : Extraction de minerais de fer,,Côte-Nord,Fermont,-67.32618023,52.76969095,283332,0,0,283332,
14570,2018,X2124650,ArcelorMittal Infrastructure Canada s.e.n.c.,Voies d'évitement /chemin de fer d'ArcelorMittal  - Port-Cartier- mine de Mont-Wright,488210 : Activités de soutien au transport ferroviaire,,Côte-Nord,Port-Cartier,-66.79168165,50.03470535,14668,0,0,14668,
14571,2018,28651388,"Énergir, s.e.c.",Société en commandite Gaz Métro,221210 : Distribution de gaz naturel,"1717, rue du Havre Montréal (Québec), H2K 2X3",Montréal,Montréal,,,40177,0,0,40177,
14575,2018,24885642,Macco Organiques inc.,Macco Organiques inc.,325189 : Fab. tous les autres prod. chim. inorg. de base,"100, rue McArthur suite 112 Salaberry-de-Valleyfield (Québec), J6S 4M5",Montérégie,Salaberry-de-Valleyfield,-74.104913,45.263547,10302,0,0,10302,
14576,2018,55233241,Diageo Canada Inc.,"Diageo Canada inc. /approvisionnement mondial, Valleyfield",312140 : Distilleries,"1, rue Salaberry Salaberry-de-Valleyfield (Québec), J6T 2G9",Montérégie,Salaberry-de-Valleyfield,-74.12041389,45.25590833,52140,0,18666,33474,
14579,2018,53859047,Bombardier inc.,BOMBARDIER INC.,336410 : Fab. de produits aérospatiaux & de leurs pièces,"1800, boulevard Marcel-Laurin Montréal (Québec), H4R 1K2",Montréal,Montréal,-73.6993911,45.51403393,21472,0,0,21472,
14581,2018,52344595,Matériaux Blanchet inc.,Matériaux Blanchet inc.,321111 : Scieries sauf usines de bard. & bard. de fente,"2771, route de l'Aéroport C.P. 430 Amos (Québec), J9T 3A8",Abitibi-Témiscamingue,Amos,-78.16896944,48.56403056,27610,25389,0,2221,
14582,2018,54477369,Rio Tinto Alcan inc.,Rio Tinto Alcan inc. - Installations de Jonquière (Usine Vaudreuil),331313 : Production primaire d'alumine & d'aluminium,"1955, boul. Mellon, C. P. 1500 Jonquière (Québec), G7S 4L2",Saguenay--Lac-Saint-Jean,Saguenay,-71.14124826,48.42397635,436888,0,0,436888,
14586,2018,X2097943,Rio Tinto Alcan inc.,Aluminerie Arvida - Centre technologique AP60,331313 : Production primaire d'alumine & d'aluminium,"2685, boulevard du Saguenay Saguenay (Québec), G7S 0C9",Saguenay--Lac-Saint-Jean,Saguenay,-71.15885809,48.43169333,83705,0,0,83705,
14590,2018,23406218,Terrapure BR LP,Terrapure BR Ltd,331410 : Fonte & affinage métaux non ferreux (sauf Al),"1200, rue Garnier Sainte-Catherine (Québec), J5C 1B4",Montérégie,Sainte-Catherine,-73.60035694,45.40232929,57451,4225,0,53226,
14592,2018,X2123455,Régie de gestion des matières résiduelles du Lac-Saint-Jean,"Lieu enfouissement technique, Hébertville-Station",562210 : Traitement & élimination des déchets,,Saguenay--Lac-Saint-Jean,Hébertville-Station,-71.5859,48.43535833,14367,241,1900,12226,
14598,2018,52176989,Rio Tinto Alcan inc.,Rio Tinto Alcan inc. (Usine Grande-Baie),331313 : Production primaire d'alumine & d'aluminium,"5000, route du Petit-Parc La Baie (Québec), G7B 4G9",Saguenay--Lac-Saint-Jean,Saguenay,-70.92576326,48.30551388,516216,0,0,516216,
14599,2018,90531120,Rio Tinto Alcan inc.,Rio Tinto Alcan inc. (Usine Alma),331313 : Production primaire d'alumine & d'aluminium,"3000, rue des Pins Ouest Alma (Québec), G8B 5W2",Saguenay--Lac-Saint-Jean,Alma,-71.68796434,48.58466643,851392,0,0,851392,
14600,2018,53053278,Rio Tinto Alcan inc.,Rio Tinto Alcan (usine Arvida CEO),331313 : Production primaire d'alumine & d'aluminium,"1955, boul. Mellon, C.P. 1500 Jonquière (Québec), G7S 4L2",Saguenay--Lac-Saint-Jean,Saguenay,-71.17150988,48.42988705,612493,0,0,612493,
14607,2018,54134762,Rio Tinto Fer et Titane inc.,Rio Tinto Fer et Titane - Complexe métallurgique (ancien QIT),331110 : Sidérurgie,"1625, route Marie-Victorin Sorel-Tracy (Québec), J3R 1M6",Montérégie,Sorel-Tracy,-73.13472222,46.04055556,799525,0,0,799525,
14608,2018,90523499,W. R. Grace Canada Corp.,W.R Grace Canada Corp.,325999 : Fab. de tous les autres prod. chimiques divers,"42, rue Fabre Salaberry-de-Valleyfield (Québec), J6S 4K7",Montérégie,Salaberry-de-Valleyfield,-74.11130556,45.265,30576,0,0,30576,
14609,2018,51367431,Les entreprises Rolland inc.,Les entreprises Rolland inc.,322121 : Usines de papier (sauf papier journal),"256, boulevard Jean-Baptiste-Rolland Ouest Saint-Jérôme (Québec), J7Y 0L6",Laurentides,Saint-Jérôme,-74.00297719,45.76056943,105949,48885,49425,7639,
14611,2018,90307828,Chimie Parachem S.E.C.,Chimie ParaChem S.E.C.,325110 : Fab. de produits pétrochimiques,"3500, avenue Broadway Montréal-Est (Québec), H1B 5B4",Montréal,Montréal-Est,-73.52135341,45.63408931,235949,0,0,235949,
14613,2018,90075953,CGC inc.,La compagnie du gypse du Canada,327420 : Fab. de produits en gypse,"7200, rue Notre-Dame Est Montréal (Québec), H1N 3L6",Montréal,Montréal,-73.51219889,45.57971,38867,0,0,38867,
